

-- Gauges ---------------------------------------------------------------------
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.17.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.16.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.25.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.9.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.21.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.15.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.20.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.6.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.7.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.12.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.24.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.23.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.11.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.5.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.6.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.8.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.14.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.2.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.26.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.15.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.26.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.2.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.18.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.7.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.9.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.19.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.8.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.18.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.21.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.27.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.0.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.19.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.4.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.1.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.10.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.12.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.23.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.27.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.3.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.4.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.14.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.0.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.25.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.5.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.13.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.1.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.3.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.16.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.24.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.13.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.22.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.10.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.11.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.17.committedOffsets: 100


-- Gauges ---------------------------------------------------------------------
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.22.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.20.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.17.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.16.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.25.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.9.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.21.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.15.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.20.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.6.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.7.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.12.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.24.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.23.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.28.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.11.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.5.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.6.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.8.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.14.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.2.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.26.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.15.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.26.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.2.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.18.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.7.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.9.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.19.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.8.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.18.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.28.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.21.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.27.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.0.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.19.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.4.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.1.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.10.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.12.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.23.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.27.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.3.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.4.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.14.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.0.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.25.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.5.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.13.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.1.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.3.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.16.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.24.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.13.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.22.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.10.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.11.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.17.committedOffsets: 100


-- Gauges ---------------------------------------------------------------------
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.22.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.20.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.17.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.16.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.25.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.9.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.21.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.15.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.20.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.6.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.29.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.7.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.12.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.24.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.23.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.28.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.11.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.5.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.6.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.8.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.14.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.29.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.2.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.26.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.15.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.26.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.2.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.18.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.7.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.9.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.19.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.8.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.18.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.28.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.21.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.27.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.0.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.19.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.4.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.1.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.10.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.12.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.23.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.27.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.3.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.4.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.14.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.0.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.25.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.5.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.13.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.1.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.3.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.16.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.24.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.13.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.22.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.10.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.11.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.17.committedOffsets: 100


-- Gauges ---------------------------------------------------------------------
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.22.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.20.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.17.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.16.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.25.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.9.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.21.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.15.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.20.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.6.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.29.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.7.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.12.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.24.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.23.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.30.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.28.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.11.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.5.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.6.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.8.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.14.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.29.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.2.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.26.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.15.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.26.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.2.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.18.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.7.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.9.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.19.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.8.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.18.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.28.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.21.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.27.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.0.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.19.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.4.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.1.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.10.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.12.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.30.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.23.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.27.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.3.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.4.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.14.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.0.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.25.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.5.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.13.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.1.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.3.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.16.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.24.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.13.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.22.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.10.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.11.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.17.committedOffsets: 100


-- Gauges ---------------------------------------------------------------------
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.22.committedOffsets: 100
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.20.currentOffsets: 1000
localhost.taskmanager.taskManagerId.jobName.operatorName.1.KafkaConsumer.topic.topic.partition.17.currentOffsets: 1000
